Country Name;Country Code;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
St. Kitts and Nevis;KNA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;10100.6811457927;10528.9313240538;11377.8363140626;12389.9575376476;12623.7981049054;12740.1037528626;12950;14171.307220387;15469.1059225513;17252.9781088114;18503.2558810102;20355.0252898042;21642.7595628415;22897.1847622798;22522.3225297223;23278.239608802;24533.5006152436;25493.4406323659;26519.1539365452;27712.3697705177;29224.3906908558;28704.7252995704;29235.6943669827;31721.6955192363;33007.0021310834;33257.3923569082;31834.3348194094;33000.6440532417;36100.1605136437;37119.0852071511;37230.0329682016;41268.0380015268;39763.8434208857;39683.1424171466;40173.8088732898;39840.3419448111;42079.8877886407;45249.3251585093;45571.4584641138;47361.0529840127;47372.6064664644;48369.3808756098;50379.7786720322;43107.9719575165;42755.9551317061;46488.0063562314;
Korea, Rep.;KOR;GDP per capita (constant LCU);1162228.74326124;1206504.48369814;1218167.06728729;1291579.00262225;1377440.19785482;1441141.60641574;1573915.45079931;1677197.18935157;1854479.53651923;2076970.18532623;2236378.7380516;2423958.20003124;2550531.69628806;2879153.47641357;3099471.79581755;3286718.17259991;3662329.4075463;4050470.45881699;4426359.41257564;4737765.27647985;4587738.22896605;4844004.82108319;5167420.56318877;5772888.33690805;6303751.35784437;6731292.53567831;7419590.8862675;8281648.34248681;9184057.75588814;9736851.98708154;10593736.7788493;11619951.9471955;12212660.3291829;12920663.1176984;13976896.8543648;15167330.5503288;16208965.8574433;17048530.2777281;16057700.448876;17772253.4791573;19221170.1508278;19999820.9843648;21420674.8884074;21980619.8612596;23031576.1950825;23973025.3016106;25102856.640775;26424863.7293704;27015129.7200668;27089493.992182;28789094.2329872;29621505.5567017;30174124.2150649;30987664.1551501;31779776.8716163;32500678.6736444;33325917.9430246;34282437.4272211;35126555.4455711;35790066.0800109;35487206.1609254;37080191.2830944;38135024.3705382;
Kuwait;KWT;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7791.9973862065;10232.1075563377;11180.0796535995;11623.2628010019;11363.4102381352;11260.0545113508;11299.8454008257;10755.5369662842;10925.9853604913;10637.1825911269;10659.7556663104;12184.452483124;13107.9865575782;13967.2801727474;14203.5508877219;14193.609383234;13754.5691512035;12120.0837044589;11238.5997480427;11535.05681773;11390.5268358008;10725.6840635368;10449.6669488173;10115.8863603977;10053.4697270438;9401.33394619608;9201.2476185292;8895.14550449213;8257.42078100303;8568.94662119651;9287.22873695235;
Latin America & Caribbean (excluding high income);LAC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao PDR;LAO;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;4088186.18933855;4178761.28767235;4261281.65856371;4082447.96963;3887228.07702945;4313343.17348717;4473549.9764396;4536653.16002682;4658817.08778529;4803482.83544946;5062861.78600027;5287446.54213392;5523212.01729451;5780575.7920823;5899526.27902607;6220158.69365415;6470828.62397491;6732836.97957156;7021437.38259443;7338821.82766412;7698362.0668403;8126059.91402655;8687502.9970943;9200868.02117673;9768012.72682025;10342230.1309967;11058160.5996947;11774092.8035619;12538382.3040888;13356091.2944333;14177909.3624495;14993622.7599917;15804565.8021497;16636664.8818498;17409696.768729;18087360.1455785;17911742.4709324;18103287.1195467;18335568.6392478;
Lebanon;LBN;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;5046321.83667;2847795.77177945;3535023.79163536;5177773.61924808;5902275.4405596;6412054.56798426;6808133.77770988;7116324.51434979;7773018.02494297;7714831.19089696;7861305.12536661;7688913.9029934;7664725.56208082;7834708.05818828;7998184.89088229;8149734.85057184;8561080.62128221;8661795.35257473;8652848.23694072;9281993.45559971;9962216.36983125;10840674.7135758;11600582.4624685;11586957.5414029;11578262.6511175;10961934.2541299;10168006.1923625;10016111.6747461;10399873.7074425;10750353.3984193;10828524.6836623;10374243.6535212;8325493.56577866;7839920.24505103;;
Liberia;LBR;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;816.660299859355;816.146607513697;825.012848792018;571.721196834019;579.695732225399;583.428435320749;595.865713838381;620.820482610922;638.61175029804;651.594313642842;671.581977514182;698.642383076426;728.261206812967;774.440546670181;763.982127708159;748.450143083895;722.131226789418;725.896175878445;720.368078560295;689.079208848273;655.085537654022;673.73767092796;691.581407593631;
Libya;LBY;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16480.0776908176;16765.5908388121;16091.9165506047;15556.046018316;17145.274247421;17453.8725988618;19022.6732301174;19800.0826669171;20606.5200337796;20139.779749758;18854.5438336679;19400.390142434;10107.6059786701;19907.5788731267;16010.0019698521;12093.4493365109;11808.5957655031;11465.9587188938;14962.6520457535;15902.7310690539;13926.042701818;9653.18002471317;12528.4824959686;12233.5332303536;
St. Lucia;LCA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;11715.19500195;12701.7746245645;12955.5226605727;12441.8403385594;12983.9950955943;13014.8788872688;13422.2288547182;14156.6010250718;15084.3598812815;16993.2430079371;17405.660527855;19556.194808885;21039.8659226667;22821.2458675624;22594.6585521391;24033.1341346811;23819.4683535785;23884.2342970623;24016.7314306719;24458.4013665088;24056.6070992062;25340.5419017564;25786.9628955616;25598.3134796238;24557.468523108;24476.0845246262;25324.5591761885;26967.8425952423;26670.9298247736;28138.8304198955;28435.8164495756;29655.8976366743;28628.1186648437;28513.0605200807;29537.7152981498;29338.7398627573;28609.3644023957;28852.3145923434;28747.0319946704;29599.2925691417;30472.2769427025;31222.3421478683;30898.629768791;23285.0360137695;26072.5517809531;30178.1415235437;
Latin America & Caribbean;LCN;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Least developed countries: UN classification;LDC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Low income;LIC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;LIE;GDP per capita (constant LCU);;;;;;;;;;;54496.9116695908;54304.4799228517;54312.3401408129;54280.8763426363;54243.5158582914;54210.2603256622;55853.7974675436;57560.3895139268;59298.0399297666;61082.6575885603;62998.9444626645;65138.6355282885;63246.9590174783;62694.3787679908;64478.0162566238;68064.4009856263;69812.1867373615;75195.9637680633;78289.6456520183;80614.951588673;81261.9075821311;81582.5939385628;83346.2053345053;85708.0667732907;90284.3071566985;94218.1450307543;99287.4333854549;105010.103871577;111683.752718235;121704.218917676;124059.980015745;121859.078379674;119512.783070668;116138.923529412;118621.921282799;123260.22021212;132818.26076987;136216.728307255;137682.856416485;135043.974772249;;;;;;;;;;;;;;
Sri Lanka;LKA;GDP per capita (constant LCU);;88519.4255176241;89713.5016162021;89781.1630487796;91066.9999503128;91167.6424630528;93506.5085993928;97193.9546889994;100438.21822019;105757.195420643;107435.641252622;106552.933920979;103980.780681334;109161.327826836;111259.795313892;115961.999576303;117699.110706031;121528.069056774;126120.866057619;131769.436610076;137015.661176161;142392.500136708;145986.05713833;150867.01860703;156420.83606433;161998.033746814;166716.134423193;167244.489923583;169064.741936978;170744.782108717;179417.714174564;185381.110654459;191255.298015706;202144.885328194;211258.893308721;220845.06709697;227423.804451203;240330.413695003;250108.214889252;259332.699858616;273341.455763736;267070.360510088;274892.053883721;288317.598193666;301095.879675519;316906.943012624;337828.269609545;357053.270156791;374438.224033618;383963.618941205;411008.075275889;442546.753505065;477147.718098941;493787.849433809;522617.937596051;542117.056309137;567153.295135225;601512.263114019;610773.345223812;605709.138100261;574640.722660705;588460.642715292;541808.25932104;
Lower middle income;LMC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Low & middle income;LMY;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;LSO;GDP per capita (constant LCU);2414.47823616135;2384.97427757726;2667.2542571521;2861.2068404561;3004.18206177875;2976.12064946553;2871.83930117105;3077.47821275835;2956.56572523766;2896.20463204057;2856.4054348416;2899.36401819793;2794.95850446339;3413.53525570432;3660.26448802119;3059.40644789018;3288.48074452506;3888.20762228212;4473.30833930663;4475.98864083823;4233.28535746928;4145.40044493245;4211.18566267893;4177.14590798994;4288.03856039658;4281.76892377073;4365.98048038604;4296.50770193583;4572.44683507925;4746.11340784948;4943.77528642893;5199.99386926027;5474.94568645913;5586.03787202593;5842.10583291313;5961.24202744898;6227.21929323666;6400.62132096976;6456.29516372085;6459.04098891539;6694.63706788945;6930.14900933796;6987.0876869793;7322.19322701384;7474.78818781294;7765.00573886126;8096.10955750615;8406.73810730212;8819.72347061224;8647.78781675409;9042.38913714864;9390.51140097277;9902.50009977038;9986.58475490359;10054.1366104727;10254.3050080693;10498.7415759896;10043.9732113035;9771.90667770086;9513.51470232763;8693.01335344483;8747.90914039906;8751.94847831037;
Late-demographic dividend;LTE;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;LTU;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4448.81736583871;4714.01480392258;5143.6042870525;5568.32090329135;5543.94907494897;5789.40608126334;6218.25748281817;6691.58050075703;7458.95204779321;8038.73648053419;8802.50038524882;9607.27928514219;10801.9684993071;11198.9668663708;9643.68196942315;10010.6545028835;10857.666898384;11427.2603708515;11953.2946161682;12482.955578207;12856.0602566;13348.426957243;14116.1012062284;14820.5446070255;15553.1389477323;15545.1494426425;16486.9944327396;16705.5994778995;
Luxembourg;LUX;GDP per capita (constant LCU);23001.2491514686;23665.4899755372;23694.9954566891;24256.5500807117;25873.1465446699;25392.4644661293;25489.1285490225;25460.4930520403;26458.1989505814;28954.5863405049;32008.4618083504;32550.2991930986;34279.6739757646;36721.3325724069;37772.4095197859;34906.8143195431;35614.7600289412;36111.0643738343;37515.2027446983;38305.3277333157;38490.1688864479;38165.4377438565;38565.5262977908;39707.7418754889;42121.1181481866;43213.421651132;47315.0574853063;48866.7376938638;52619.2663007096;57215.7252718112;59509.9672646327;63793.7364341085;64097.4437432269;65899.3647399208;67491.9079233108;67503.5839706332;67521.9796004587;70294.8647037788;74059.7433482458;79039.4959056856;83394.8957139583;84941.5163354283;86767.4275788648;87964.7255496756;90393.3332605682;91231.0677232252;95189.6825682289;101321.831776713;99228.042566254;94252.4875297067;96027.7777229842;94897.7248831381;94174.4301680397;94941.6243374558;95162.4247958456;95052.5347434358;97656.7762974774;96566.816358563;95877.0145571182;96754.7358794583;94290.0578821387;99526.4582916708;98885.6688761191;
Latvia;LVA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4479.28376664349;4647.2601987122;5108.6022119727;5483.74431902819;5680.93882321641;6061.52267111571;6528.59740626484;7073.05470196388;7743.27904176437;8476.74849168538;9487.45376427272;10721.1688650655;11883.6558235715;11619.0108766641;10127.9660862626;9880.22006574321;10320.724432432;11185.4178228685;11532.8793375093;11863.4534768596;12425.6842005191;12836.779810741;13380.0472442242;14022.8131969402;14203.6040969327;13800.9528274634;14854.7389479382;15395.3531557963;
Macao SAR, China;MAC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;196975.363470618;208936.612920793;218141.588121089;211254.779283976;216520.696782207;237694.350369458;246253.983320903;248769.772570968;258735.048982517;259201.412842518;285801.756317641;294035.911660258;300180.82252385;303927.228904727;296922.806748504;290769.978139422;272790.22675607;262136.97187898;273107.414747995;276371.942193741;293941.045000167;319028.047728486;392945.540650518;413301.570344174;456275.915937218;508679.875031533;512303.464023378;505472.164059953;616258.476180564;731483.02198062;782959.198031457;851646.684890137;819299.961765538;631460.294292137;615714.677798203;663797.409682607;692880.546735669;662237.645275468;296757.422558308;361088.657703752;280135.161572454;
St. Martin (French part);MAF;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16505.4876492442;16785.2655625357;17730.3438568269;16460.8685064935;15432.0982630273;16797.9188664593;14954.6397238043;15984.4900428359;;
Morocco;MAR;GDP per capita (constant LCU);;;;;;;7902.759765625;8464.5068359375;9055.408203125;9555.150390625;9743.10546875;10023.7607421875;10011.564453125;10112.94140625;10419.90234375;10941.109375;11832.40234375;12231.6142578125;12180.4609375;12432.15625;12544.5498046875;11999.0703125;12732.1083984375;12579.4033203125;13060.5087890625;13522.900390625;14458.359375;14127.91015625;15510.3125;15667.6181640625;15921.6533203125;16783.6953125;16163.1708984375;15789.59765625;17196.78515625;16021.205078125;17731.3515625;17195.380859375;18172.251953125;18222.0546875;18439.34375;19598.626953125;20065.046875;21038.0078125;21720.162109375;22112.80859375;23517.947265625;24008.212890625;25042.513671875;25642.009765625;26186.314453125;27255.962890625;27704.052734375;28451.9609375;28838.228515625;29709.84375;29495.337890625;30613.8828125;31195.376953125;31757.72265625;29165.033203125;31171.80078125;31238.966796875;
Monaco;MCO;GDP per capita (constant LCU);;;;;;;;;;;64826.0885331685;67272.8062576189;69610.6883080879;73543.4196159668;76347.5626830813;74828.9040001567;77001.7799559812;78692.571084521;80845.6023575491;82826.3329768204;83469.5727766287;83597.2770818062;84733.1702643891;84483.3459388958;84463.8413384025;84714.2108445864;85708.7125672757;86858.5897525424;89932.2082142138;92817.0884633287;94482.2144383264;94707.5022902761;95284.7762551146;93714.002062919;95088.4683070425;96395.3179594689;96737.7597023866;98131.6722972973;100809.503554907;103542.044823115;107355.4782073;109775.13870053;111100.589761008;112552.122787474;115618.926045415;118135.714507949;125488.113460998;144455.268202244;145345.552696002;126727.570136724;126315.630839713;132131.389011636;130564.841498559;140141.143260409;147363.611188037;151798.150163221;154986.37749184;150377.928949358;159134.732236895;170383.971485662;148664.752721954;182339.311999128;203778.551646604;
Moldova;MDA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28452.749762969;26834.2384350657;27377.2795243721;25596.5436063378;24773.2529817902;25346.8988616828;26953.2668639388;29122.9865854224;31132.6506838321;33519.3067872734;36121.0372501069;37960.2005507179;39189.7112652511;42327.0012580028;39837.6496965496;42708.7389959453;45219.7502428602;44958.9675505292;49038.1286548481;51521.2556096178;51742.3636572639;54779.7313485441;58061.2629478413;61498.7029048062;64710.6632175072;60010.5531795395;69405.6839312908;67402.5030260231;
Madagascar;MDG;GDP per capita (constant LCU);1357828.90179688;1350275.15703755;1345564.41388051;1298752.99120099;1315256.66164123;1275235.26351654;1267358.56517882;1301669.88675683;1352637.24126581;1363865.5120425;1394866.16282749;1407140.58382357;1347733.28186139;1273175.8377863;1260004.88462593;1238034.99175416;1164691.56420639;1157317.80663471;1093711.22644347;1166746.9959869;1144181.65920554;1003003.83121672;956552.887111062;938496.485216561;928798.948638829;913743.615981594;906078.505723418;891295.633612885;895650.562261858;905488.29417407;906627.165132147;824305.63009687;809059.388472561;800877.045030376;775752.845705989;764147.750927275;756166.195540073;759612.947726905;764935.872517709;776446.951204589;786767.893625916;809205.909454199;688116.073824127;733608.943140805;749900.545861781;762932.764181424;780926.223413912;801712.514525752;830979.001831907;775113.5728821;757878.722489886;748583.474843877;750371.44282216;747396.33568202;752326.843691949;756068.073195865;766186.880206491;776008.67149299;780603.161614005;794712.81453103;719894.34000715;743036.514582603;753114.596828471;
Maldives;MDV;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89086.7275048349;94036.2676018757;99963.5902072562;105588.977466252;110370.362456186;112831.510444425;106564.82159405;112370.54087825;125696.247364089;130846.140480773;114313.565071589;137980.124571321;142933.230676301;150332.157224108;133260.663238504;137432.837539479;144087.831653261;142508.347914816;147414.636841633;152809.503233223;152005.307755491;155337.355736856;159892.959988681;167609.257366162;174584.011896375;114869.533984071;156031.736691603;176939.953528334;
Middle East & North Africa;MEA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;MEX;GDP per capita (constant LCU);79123.5014644538;80480.5888438427;81525.7469749077;85271.8483003649;92303.1829304765;95608.8728135052;98125.4982280637;100511.540807611;106454.419363341;106604.149232016;109980.453932594;110581.770685262;116002.694460429;121304.895163986;124442.138857391;127676.058329743;129433.288737772;129931.721822118;137459.925823765;146565.049694064;155320.88255396;166451.708009714;163018.527605481;152409.733060249;154738.996185776;154797.015122047;146075.105302615;146534.023195135;145802.752344455;148562.127328738;153517.131102152;156497.092191217;158951.398373639;160384.959398061;164274.00734675;151721.428618111;158310.670807522;166799.605258868;174155.504266641;176041.672527303;181988.63777571;178396.071251096;175288.460463893;174747.955314874;178338.184040179;179522.189488817;185605.760412489;186984.96198253;186371.490329868;172492.402932503;178681.435020657;182215.268720593;186072.807782106;185202.78235051;187497.592898279;190330.202771626;191521.066004859;193009.203222312;194951.356082688;192743.840729628;174792.637888088;183964.713198923;189938.355641435;
Marshall Islands;MHL;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;2399.50683991089;2417.19899493766;2682.93713592773;2677.83476159949;2412.02088814743;2887.98828361339;3038.81532619534;3158.17143086044;3014.96188116831;3024.45519447521;2962.39134592906;3110.34051858794;3234.57216410592;3363.12399678973;3577.47228906158;3156.83573285731;2907.10302150579;2839.57000978105;2769.03258163986;2786.34184125111;2966.20109165089;3072.49339401057;3023.01212999835;3068.29118067277;3128.6833167245;3143.01611259668;3260.61584095409;3023.72231107065;3148.59316908809;3331.09111937288;3351.88103366701;3356.67607994496;3535.50201525364;3559.24306218188;3708.21556179322;3872.45264574098;4114.26098668513;4460.33625015969;5061.10371299857;5066.00583867987;5288.39002466371;5313.44482697912;
Middle income;MIC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North Macedonia;MKD;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150049.812902424;141308.212753463;133252.092121844;124603.81397501;123304.406095867;121837.342411455;122646.853967404;124248.276276511;127764.627752708;132672.672573374;138077.824660103;133281.438432302;136258.221514466;138832.025096052;144908.548105232;151432.968964408;158948.901789408;168962.579499784;177917.512255129;176953.299676057;182511.080270403;186460.88317977;185384.688536489;190531.445248911;197117.637925756;204445.794806944;210039.131672529;212105.363118474;218035.012717842;226509.057184159;213094.52066097;225637.427485071;231311.419711238;
Mali;MLI;GDP per capita (constant LCU);;;;;;;;115082.170017239;117646.378111482;116206.257320476;121497.353023529;122737.910439352;127878.716348325;123907.650957971;119895.660904943;131471.642097931;146741.608599622;153184.502610977;148006.136629502;160106.885931839;149970.813545487;148994.379388769;135069.528291921;134597.980453574;131434.625027662;155056.059558474;156423.920678503;153630.406265794;162242.725049127;166002.645780398;158756.318248823;173923.279802902;164951.691915384;166676.58181604;169320.47928926;167275.047640915;175351.593471159;179784.381504119;188641.122878214;193979.638898733;188305.637025595;210794.523803193;210635.683253769;222590.0300393;218797.123916689;225516.117019691;228355.224856739;228656.597236031;231829.217110961;235188.926685175;239766.924372895;239593.828326579;230756.13752171;229258.985059603;237839.320579628;244695.896660873;250882.905888341;255831.057188892;259599.900779049;263575.561810755;252265.624174285;251884.950100167;253310.296526796;
Malta;MLT;GDP per capita (constant LCU);;;;;;;;;;;2825.8202544193;2894.68747935249;3066.22119358572;3195.99272005295;3519.13104809335;4176.6897200071;4862.63384067972;5433.85151643483;5977.78336589486;6538.28979198448;6926.20979330165;7103.16444188073;7111.2504525956;6968.7825997507;7032.98617938069;7089.16933173231;7242.56447280348;7488.52664121805;8052.24472756064;8626.47538506281;9079.93449473417;9391.46944440627;9731.10729072026;10066.094455277;10535.9389216029;11126.3426059631;11471.0638185862;11983.0643876162;12515.6597549359;13028.9229522832;15492.8866215503;15196.3219062131;15470.3838735731;15995.106041187;15910.324227764;16344.1485633991;16693.4785853233;17429.6501632857;17979.2070833619;17641.8399151285;18528.60680213;18536.4390876694;19126.9483367301;19892.5627364253;20987.7827557704;22461.8413008718;22695.9645848299;24483.075308244;25396.3126896608;26140.8122735523;23503.6612150128;26231.0460389352;27381.0090788316;
Myanmar;MMR;GDP per capita (constant LCU);158366.910246852;155656.60725352;158473.677361715;175674.262372822;161648.829819345;174888.177624091;162601.378130488;149447.359920694;163585.336894207;165069.885726637;169322.036794778;172330.488232169;172589.829267175;167324.170005137;172788.103763132;176450.486848208;183567.234314104;190713.947831331;199161.662228637;205459.516639937;217502.34614808;226956.662714406;235311.755013235;240917.526883389;247658.760613538;249738.654363281;242551.51447367;228811.406018195;199521.438335269;203640.003279503;206190.64348884;201923.574542122;218438.914268125;228579.991960995;242488.499968104;256052.229404518;269139.630440211;280802.19717579;293640.946518097;321979.810647153;362244.288091624;399160.620259594;442684.328292577;499200.271462008;561955.291372488;633044.513810466;710406.635990121;789725.659471083;865642.70927459;951377.496271838;1035114.93656513;1084135.60659521;1153814.78198284;1240410.36548126;1328407.14150709;1409940.02659843;1483304.89722098;1562399.37694715;1648437.55595402;1744495.2407053;1575272.73077138;1376324.03414218;1421817.78777307;
Middle East & North Africa (excluding high income);MNA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montenegro;MNE;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3785.65084000525;3983.29021725894;3618.75260931913;3737.41581948921;3763.34852952556;3819.66226542566;3898.89786645369;4064.25614613444;4227.90768093693;4584.38600056908;4889.83154049117;5233.71514614186;4919.85042714307;5045.12227409804;5202.53387068422;5056.57096910898;5230.91980611938;5319.06048471398;5496.3120359908;5657.10433663344;5923.25341876977;6225.4900542728;6480.50087777399;5494.91554885998;6232.65898054137;6653.43406571151;
Mongolia;MNG;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;2814500.65195855;2976427.40699418;3074199.90130208;3176777.31752484;3274133.85008626;3489883.80333741;3518442.17923109;3604951.73714938;3672250.08197282;3488513.2500059;3129289.59872768;2793390.10428823;2664583.45046119;2684564.12164188;2820420.57906721;2850797.59324541;2931121.72056004;2999578.56776381;3061962.84610012;3068635.23571601;3131616.7149896;3250889.59050628;3448416.30302004;3782515.11708864;4023112.21156157;4330138.17728055;4729185.5039236;5094874.26529688;4968320.81442585;5214544.73232391;6023860.2136783;6648686.87975608;7285417.8158433;7703738.0556789;7722333.6245328;7669728.32148616;7928101.69927294;8358643.01573551;8640025.73512806;8091276.91233587;8092421.73594338;8373173.6369773;
Northern Mariana Islands;MNP;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18882.3514165004;19591.8148560095;19708.4758964088;17921.043100326;17438.6920980926;17049.9603489294;15924.8400852878;13810.9927089176;14772.4961635883;14089.8705255141;14247.7893007888;14690.9341976564;15388.7688984881;16015.0638661335;20847.5935305967;25882.6312365708;21071.8829516539;18853.544065145;13330.1066811866;;;
Mozambique;MOZ;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;13145.5287273457;13534.3057558641;12323.2589309751;10165.1631389731;9303.34742172783;9208.27461179118;8836.39071012147;10092.3465784724;10926.6785799382;11520.5832117665;11446.9919763233;11782.5550957052;10688.2967074841;11532.6419195377;11693.7196876819;11419.7465762692;12260.1199237317;13341.7618766661;14375.8724815261;15690.1839744887;15427.249287433;16977.822298531;18147.0122406344;18958.0790580835;19984.7622302591;20703.0397681197;22178.8817814367;23264.4927544745;24221.4823315902;24981.6240964564;25914.5162703045;26960.8889000746;28251.6340038234;29197.0895856605;30495.6161335833;31768.6016437803;32236.1038597919;32075.589203863;32229.5035175173;32038.2393213671;30741.4458045562;30590.4161826242;31059.9581892583;
Mauritania;MRT;GDP per capita (constant LCU);;42138.5271434424;41281.7098645729;39337.1061407455;48808.4248872397;55053.8620649302;53568.0186167245;53839.1096037823;57565.2512672841;56547.548133229;61442.4648947868;60726.0991014052;58509.3499482951;54190.1837190127;59002.714445028;54336.6018806298;57258.3417208058;54566.9582047434;52746.6820977278;53697.30682385;53916.7775228414;54159.739968821;51348.8539502431;51713.5284876845;48588.8576159936;48594.1833593412;49892.2803767946;49382.4955064362;48788.9031475244;49833.5499774941;47706.6669875331;47143.1944604419;46210.2231077886;46966.2757078027;43992.3783394113;46990.0319323996;48731.8887062668;45716.8868379465;45766.814088683;46178.5224514436;43144.4818057716;41764.0451252669;41442.4805516385;43366.6457764401;44444.1516676141;47197.6347116547;54602.1488503451;52299.9572856641;50839.8416681718;49522.1779766305;49380.4695827793;49911.4920654017;50538.3916011411;51133.6015435916;51929.108596176;53292.0871112102;52556.7133077512;54400.6212121853;55519.356591319;55785.3910052237;54166.2982319617;53192.6119183055;55136.6252001115;
Mauritius;MUS;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;89325.7583341094;93638.2553800477;95963.0387410035;97623.6711297524;86333.5666514074;90067.3033566674;93863.910655397;93361.5790501135;96731.2060653414;102616.212979775;111755.456008265;120784.700536764;128102.706334857;132801.629961073;141335.388382881;146019.478335292;153496.324557998;159396.152268962;163681.244484861;169237.856684042;176876.293302622;184610.062667424;193771.372889667;196318.979431908;210345.412862202;215676.118523398;217642.891083586;228876.899873905;237294.555787332;240086.798658909;250596.806715743;263744.360575333;276948.82499371;285371.116993432;297154.657869482;308776.38022555;318686.556539548;328599.000895207;340557.343118661;352658.561192323;366028.308197764;380099.563755498;395113.631410811;406406.474168335;347280.446184451;359010.429271329;392072.587762346;
Malawi;MWI;GDP per capita (constant LCU);173369.186469647;182230.005277974;179055.728133058;172280.841318914;172577.900099671;191342.452439788;211436.547882496;221288.116032677;211725.920150561;218744.318098474;214457.062602901;243072.219043998;251665.329426851;250742.971049039;261515.040671844;269722.717977955;275013.162180972;279618.235191936;296454.949388534;298177.594288573;288010.289900703;262209.380162655;258296.787705844;257503.420097462;260930.093570477;262620.166228736;252622.447541308;244777.609113591;239319.948825328;231432.358771329;235253.117461825;248196.315954784;223542.503415577;241817.726018313;219742.344118749;256984.126419387;270498.420604648;275358.135006133;280225.636489914;282396.440444995;280322.41242554;260134.95636682;258143.84935192;266022.170489408;273134.9937823;274449.460427255;279404.758266444;297669.510242072;311322.538380464;327591.279243792;340131.624939141;346831.345157372;343550.708405891;352114.968191441;361693.460885888;361702.152495711;360804.247920098;365257.144570038;371194.383152375;381056.160707788;374000.525673114;374385.248436103;368295.626086083;
